source_model,target_model,condition,sample_index,image_name,label,clean_correct,adv_correct,all_success,clean_correct_success
cait_s24_224,vit_base_patch16_224,opponent_baseline,20,ILSVRC2012_val_00000871.JPEG,294,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,21,ILSVRC2012_val_00000890.JPEG,25,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,22,ILSVRC2012_val_00000989.JPEG,998,True,True,False,False
cait_s24_224,vit_base_patch16_224,opponent_baseline,23,ILSVRC2012_val_00001094.JPEG,489,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,24,ILSVRC2012_val_00001115.JPEG,962,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,25,ILSVRC2012_val_00001343.JPEG,748,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,26,ILSVRC2012_val_00001379.JPEG,185,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,27,ILSVRC2012_val_00001425.JPEG,178,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,28,ILSVRC2012_val_00001434.JPEG,206,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,29,ILSVRC2012_val_00001435.JPEG,89,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,30,ILSVRC2012_val_00001512.JPEG,926,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,31,ILSVRC2012_val_00001537.JPEG,80,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,0,ILSVRC2012_val_00000031.JPEG,324,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,1,ILSVRC2012_val_00000081.JPEG,970,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,2,ILSVRC2012_val_00000102.JPEG,159,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,3,ILSVRC2012_val_00000117.JPEG,638,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,4,ILSVRC2012_val_00000120.JPEG,645,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,5,ILSVRC2012_val_00000138.JPEG,328,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,6,ILSVRC2012_val_00000166.JPEG,687,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,7,ILSVRC2012_val_00000262.JPEG,1,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,8,ILSVRC2012_val_00000299.JPEG,69,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,9,ILSVRC2012_val_00000410.JPEG,598,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,10,ILSVRC2012_val_00000499.JPEG,398,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,11,ILSVRC2012_val_00000526.JPEG,868,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,12,ILSVRC2012_val_00000537.JPEG,491,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,13,ILSVRC2012_val_00000548.JPEG,143,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,14,ILSVRC2012_val_00000575.JPEG,600,False,False,True,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,15,ILSVRC2012_val_00000602.JPEG,850,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,16,ILSVRC2012_val_00000695.JPEG,370,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,17,ILSVRC2012_val_00000724.JPEG,449,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,18,ILSVRC2012_val_00000781.JPEG,112,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,19,ILSVRC2012_val_00000809.JPEG,863,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,20,ILSVRC2012_val_00000871.JPEG,294,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,21,ILSVRC2012_val_00000890.JPEG,25,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,22,ILSVRC2012_val_00000989.JPEG,998,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,23,ILSVRC2012_val_00001094.JPEG,489,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,24,ILSVRC2012_val_00001115.JPEG,962,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,25,ILSVRC2012_val_00001343.JPEG,748,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,26,ILSVRC2012_val_00001379.JPEG,185,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,27,ILSVRC2012_val_00001425.JPEG,178,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,28,ILSVRC2012_val_00001434.JPEG,206,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,29,ILSVRC2012_val_00001435.JPEG,89,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,30,ILSVRC2012_val_00001512.JPEG,926,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,31,ILSVRC2012_val_00001537.JPEG,80,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,0,ILSVRC2012_val_00000031.JPEG,324,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,1,ILSVRC2012_val_00000081.JPEG,970,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,2,ILSVRC2012_val_00000102.JPEG,159,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,3,ILSVRC2012_val_00000117.JPEG,638,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,4,ILSVRC2012_val_00000120.JPEG,645,True,True,False,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,5,ILSVRC2012_val_00000138.JPEG,328,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,6,ILSVRC2012_val_00000166.JPEG,687,True,True,False,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,7,ILSVRC2012_val_00000262.JPEG,1,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,8,ILSVRC2012_val_00000299.JPEG,69,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,9,ILSVRC2012_val_00000410.JPEG,598,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,10,ILSVRC2012_val_00000499.JPEG,398,True,True,False,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,11,ILSVRC2012_val_00000526.JPEG,868,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,12,ILSVRC2012_val_00000537.JPEG,491,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,13,ILSVRC2012_val_00000548.JPEG,143,True,True,False,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,14,ILSVRC2012_val_00000575.JPEG,600,False,False,True,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,15,ILSVRC2012_val_00000602.JPEG,850,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,16,ILSVRC2012_val_00000695.JPEG,370,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,17,ILSVRC2012_val_00000724.JPEG,449,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,18,ILSVRC2012_val_00000781.JPEG,112,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,19,ILSVRC2012_val_00000809.JPEG,863,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,20,ILSVRC2012_val_00000871.JPEG,294,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,21,ILSVRC2012_val_00000890.JPEG,25,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,22,ILSVRC2012_val_00000989.JPEG,998,True,True,False,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,23,ILSVRC2012_val_00001094.JPEG,489,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,24,ILSVRC2012_val_00001115.JPEG,962,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,25,ILSVRC2012_val_00001343.JPEG,748,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,26,ILSVRC2012_val_00001379.JPEG,185,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,27,ILSVRC2012_val_00001425.JPEG,178,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,28,ILSVRC2012_val_00001434.JPEG,206,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,29,ILSVRC2012_val_00001435.JPEG,89,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,30,ILSVRC2012_val_00001512.JPEG,926,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,31,ILSVRC2012_val_00001537.JPEG,80,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,32,ILSVRC2012_val_00001570.JPEG,307,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,33,ILSVRC2012_val_00001638.JPEG,636,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,34,ILSVRC2012_val_00001642.JPEG,960,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,35,ILSVRC2012_val_00001645.JPEG,44,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,36,ILSVRC2012_val_00001648.JPEG,533,True,True,False,False
cait_s24_224,vit_base_patch16_224,opponent_baseline,37,ILSVRC2012_val_00001655.JPEG,906,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,38,ILSVRC2012_val_00001659.JPEG,671,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,39,ILSVRC2012_val_00001689.JPEG,518,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,40,ILSVRC2012_val_00001753.JPEG,675,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,41,ILSVRC2012_val_00001925.JPEG,262,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,42,ILSVRC2012_val_00002002.JPEG,134,True,True,False,False
cait_s24_224,vit_base_patch16_224,opponent_baseline,43,ILSVRC2012_val_00002073.JPEG,351,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,44,ILSVRC2012_val_00002159.JPEG,662,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,45,ILSVRC2012_val_00002176.JPEG,190,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,46,ILSVRC2012_val_00002183.JPEG,414,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,47,ILSVRC2012_val_00002184.JPEG,958,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,48,ILSVRC2012_val_00002311.JPEG,138,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,49,ILSVRC2012_val_00002347.JPEG,618,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,50,ILSVRC2012_val_00002464.JPEG,690,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,51,ILSVRC2012_val_00002533.JPEG,632,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,52,ILSVRC2012_val_00002583.JPEG,350,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,53,ILSVRC2012_val_00002614.JPEG,243,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,54,ILSVRC2012_val_00002716.JPEG,695,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,55,ILSVRC2012_val_00002733.JPEG,456,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,56,ILSVRC2012_val_00002734.JPEG,723,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,57,ILSVRC2012_val_00002815.JPEG,352,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,58,ILSVRC2012_val_00002932.JPEG,33,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,59,ILSVRC2012_val_00003096.JPEG,679,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,60,ILSVRC2012_val_00003145.JPEG,914,True,True,False,False
cait_s24_224,vit_base_patch16_224,opponent_baseline,61,ILSVRC2012_val_00003190.JPEG,911,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,62,ILSVRC2012_val_00003194.JPEG,603,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,63,ILSVRC2012_val_00003317.JPEG,861,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,32,ILSVRC2012_val_00001570.JPEG,307,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,33,ILSVRC2012_val_00001638.JPEG,636,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,34,ILSVRC2012_val_00001642.JPEG,960,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,35,ILSVRC2012_val_00001645.JPEG,44,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,36,ILSVRC2012_val_00001648.JPEG,533,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,37,ILSVRC2012_val_00001655.JPEG,906,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,38,ILSVRC2012_val_00001659.JPEG,671,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,39,ILSVRC2012_val_00001689.JPEG,518,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,40,ILSVRC2012_val_00001753.JPEG,675,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,41,ILSVRC2012_val_00001925.JPEG,262,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,42,ILSVRC2012_val_00002002.JPEG,134,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,43,ILSVRC2012_val_00002073.JPEG,351,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,44,ILSVRC2012_val_00002159.JPEG,662,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,45,ILSVRC2012_val_00002176.JPEG,190,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,46,ILSVRC2012_val_00002183.JPEG,414,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,47,ILSVRC2012_val_00002184.JPEG,958,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,48,ILSVRC2012_val_00002311.JPEG,138,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,49,ILSVRC2012_val_00002347.JPEG,618,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,50,ILSVRC2012_val_00002464.JPEG,690,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,51,ILSVRC2012_val_00002533.JPEG,632,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,52,ILSVRC2012_val_00002583.JPEG,350,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,53,ILSVRC2012_val_00002614.JPEG,243,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,54,ILSVRC2012_val_00002716.JPEG,695,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,55,ILSVRC2012_val_00002733.JPEG,456,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,56,ILSVRC2012_val_00002734.JPEG,723,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,57,ILSVRC2012_val_00002815.JPEG,352,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,58,ILSVRC2012_val_00002932.JPEG,33,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,59,ILSVRC2012_val_00003096.JPEG,679,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,60,ILSVRC2012_val_00003145.JPEG,914,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,61,ILSVRC2012_val_00003190.JPEG,911,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,62,ILSVRC2012_val_00003194.JPEG,603,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,63,ILSVRC2012_val_00003317.JPEG,861,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,32,ILSVRC2012_val_00001570.JPEG,307,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,33,ILSVRC2012_val_00001638.JPEG,636,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,34,ILSVRC2012_val_00001642.JPEG,960,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,35,ILSVRC2012_val_00001645.JPEG,44,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,36,ILSVRC2012_val_00001648.JPEG,533,True,True,False,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,37,ILSVRC2012_val_00001655.JPEG,906,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,38,ILSVRC2012_val_00001659.JPEG,671,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,39,ILSVRC2012_val_00001689.JPEG,518,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,40,ILSVRC2012_val_00001753.JPEG,675,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,41,ILSVRC2012_val_00001925.JPEG,262,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,42,ILSVRC2012_val_00002002.JPEG,134,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,43,ILSVRC2012_val_00002073.JPEG,351,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,44,ILSVRC2012_val_00002159.JPEG,662,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,45,ILSVRC2012_val_00002176.JPEG,190,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,46,ILSVRC2012_val_00002183.JPEG,414,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,47,ILSVRC2012_val_00002184.JPEG,958,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,48,ILSVRC2012_val_00002311.JPEG,138,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,49,ILSVRC2012_val_00002347.JPEG,618,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,50,ILSVRC2012_val_00002464.JPEG,690,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,51,ILSVRC2012_val_00002533.JPEG,632,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,52,ILSVRC2012_val_00002583.JPEG,350,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,53,ILSVRC2012_val_00002614.JPEG,243,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,54,ILSVRC2012_val_00002716.JPEG,695,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,55,ILSVRC2012_val_00002733.JPEG,456,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,56,ILSVRC2012_val_00002734.JPEG,723,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,57,ILSVRC2012_val_00002815.JPEG,352,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,58,ILSVRC2012_val_00002932.JPEG,33,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,59,ILSVRC2012_val_00003096.JPEG,679,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,60,ILSVRC2012_val_00003145.JPEG,914,True,True,False,False
cait_s24_224,vit_base_patch16_224,final_semantic_residual,61,ILSVRC2012_val_00003190.JPEG,911,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,62,ILSVRC2012_val_00003194.JPEG,603,True,False,True,True
cait_s24_224,vit_base_patch16_224,final_semantic_residual,63,ILSVRC2012_val_00003317.JPEG,861,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,64,ILSVRC2012_val_00003332.JPEG,913,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,65,ILSVRC2012_val_00003337.JPEG,369,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,66,ILSVRC2012_val_00003340.JPEG,898,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,67,ILSVRC2012_val_00003381.JPEG,685,True,True,False,False
cait_s24_224,vit_base_patch16_224,opponent_baseline,68,ILSVRC2012_val_00003515.JPEG,903,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,69,ILSVRC2012_val_00003577.JPEG,78,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,70,ILSVRC2012_val_00003584.JPEG,199,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,71,ILSVRC2012_val_00003607.JPEG,60,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,72,ILSVRC2012_val_00003670.JPEG,405,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,73,ILSVRC2012_val_00003674.JPEG,430,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,74,ILSVRC2012_val_00003706.JPEG,67,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,75,ILSVRC2012_val_00003724.JPEG,634,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,76,ILSVRC2012_val_00003745.JPEG,249,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,77,ILSVRC2012_val_00003900.JPEG,769,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,78,ILSVRC2012_val_00003901.JPEG,785,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,79,ILSVRC2012_val_00003913.JPEG,607,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,80,ILSVRC2012_val_00003918.JPEG,795,True,True,False,False
cait_s24_224,vit_base_patch16_224,opponent_baseline,81,ILSVRC2012_val_00004015.JPEG,699,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,82,ILSVRC2012_val_00004171.JPEG,686,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,83,ILSVRC2012_val_00004180.JPEG,239,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,84,ILSVRC2012_val_00004234.JPEG,94,True,True,False,False
cait_s24_224,vit_base_patch16_224,opponent_baseline,85,ILSVRC2012_val_00004238.JPEG,555,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,86,ILSVRC2012_val_00004267.JPEG,340,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,87,ILSVRC2012_val_00004281.JPEG,963,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,88,ILSVRC2012_val_00004289.JPEG,928,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,89,ILSVRC2012_val_00004309.JPEG,458,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,90,ILSVRC2012_val_00004319.JPEG,734,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,91,ILSVRC2012_val_00004340.JPEG,91,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,92,ILSVRC2012_val_00004346.JPEG,545,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,93,ILSVRC2012_val_00004355.JPEG,378,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,94,ILSVRC2012_val_00004359.JPEG,155,True,False,True,True
cait_s24_224,vit_base_patch16_224,opponent_baseline,95,ILSVRC2012_val_00004400.JPEG,121,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,64,ILSVRC2012_val_00003332.JPEG,913,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,65,ILSVRC2012_val_00003337.JPEG,369,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,66,ILSVRC2012_val_00003340.JPEG,898,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,67,ILSVRC2012_val_00003381.JPEG,685,True,True,False,False
cait_s24_224,vit_base_patch16_224,shuffled_semantic,68,ILSVRC2012_val_00003515.JPEG,903,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,69,ILSVRC2012_val_00003577.JPEG,78,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,70,ILSVRC2012_val_00003584.JPEG,199,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,71,ILSVRC2012_val_00003607.JPEG,60,True,False,True,True
cait_s24_224,vit_base_patch16_224,shuffled_semantic,72,ILSVRC2012_val_00003670.JPEG,405,True,False,True,True
